DKFFE,DKYE,DKLL,DKNX,DKQS,DKWC
150000,115969.61,2.708,23,83,6.55478945687355
150000,77280.235,2.708,30,217,32.84138872589392
330000,295053.375,2.708,25,46,0.07287435769103467
230000,148650.135,2.708,22,116,19.55713362453389
300000,280469.8,2.708,28,34,22.652372216281947
295000,281233.31,2.979,14,10,27.612668158544693
150000,22456.21,2.708,11,115,4.916680945323606
185000,180034.495,2.708,30,16,0.024793991295155138
215000,0.0,2.292,4,48,8.040660759434105e-09
150000,138793.09,2.708,25,33,13.38735833769897
210000,197647.08,2.979,20,20,1.068168157740729
295000,231605.095,2.979,30,116,13.940894137660507
125000,31545.14,2.708,22,213,14.420895979339548
190000,172536.865,2.979,10,13,0.0064746325078886
115000,1464.795,2.979,18,214,25.78477446813281
220000,105138.135,2.979,14,98,7.045194020785857
125000,63842.98,2.708,29,210,5.287600957861287
240000,106321.585,2.979,16,120,19.232823191705393
125000,108486.47,2.708,28,66,21.50836701890512
70500,66230.79,2.708,25,27,0.044982612860621884
117500,117257.08,2.979,25,1,0.002540261353715323
250000,177333.55,2.708,24,109,26.468681435711915
215000,195700.31,2.708,30,51,0.06790950609138235
150000,48149.13,2.708,19,169,80.11493688219343
135000,115125.0,2.708,28,73,18.74215782948886
245000,182531.47,2.708,27,113,0.5595308467745781
150000,65292.68,2.708,14,104,1.462198054214241
135000,132981.08,2.708,30,9,0.01534713470027782
127500,104656.25,2.708,28,87,8.385494910937268
54000,45750.0,2.708,30,83,1.531858147631283
350000,73530.99,2.708,6,58,34.326558462533285
220000,159500.11,2.708,21,88,11.380462332308525
190000,146858.34,2.979,7,21,4.257262559200171
147500,124922.125,2.708,23,58,0.09014590465812944
125000,101290.615,2.708,29,96,0.872011363695492
300000,250892.975,2.708,9,20,46.431256184441736
65000,65000.0,2.708,30,1,106.84244073037553
299500,275973.825,2.708,30,45,0.10359725559828803
139000,110639.17,2.521,5,13,0.03572017572878394
125000,35974.36,2.708,27,256,3.0192665977447177
250000,24512.685,2.708,22,245,25.469541609294538
250000,203868.9,2.708,7,17,13.748673054447863
250000,97916.545,2.979,17,138,43.59859240517835
150000,112071.715,2.708,12,42,34.82548143634631
350000,115759.94,2.708,21,186,25.512861057111877
150000,109331.095,2.708,25,108,5.74048133319593
350000,270915.605,2.708,15,49,0.04347512609092519
200000,112585.765,2.708,26,169,31.86517513304716
350000,312575.545,2.708,26,49,0.12579213100252673
150000,60398.515,2.979,17,136,15.246877112156653
62500,56653.405,2.708,30,53,0.06469677465793211
205000,181954.97,2.708,24,46,12.316938967909664
250000,152771.58,2.708,30,183,57.508559609617805
250000,154425.385,2.708,22,124,8.349144390260335
175000,105673.25,2.521,5,25,392.2315896830114
120000,50964.63,2.708,18,139,24.85250527478638
200000,74795.625,2.708,23,195,14.892820834706072
150000,95466.545,2.708,9,43,0.06597136259370018
235000,197791.635,2.979,29,85,26.98332434988697
125000,105359.575,2.708,14,32,5.934436753086629
300000,259183.925,2.708,24,55,10.129211130435579
150000,140591.895,2.708,21,22,4.757250193593791
84000,83165.92,2.708,30,6,0.010627002120600082
250000,212499.97,2.708,26,67,24.083418517868267
114500,85874.885,2.708,29,122,10.578033975107246
110000,54930.145,2.708,9,58,2.4960872196024866
117500,82117.725,2.708,30,149,10.247027550794883
125000,16090.945,2.708,23,250,47.23289562028549
350000,248842.2,2.708,30,144,2.6660246063256636
240000,172500.62,2.708,22,95,33.81895802618237
290000,272192.98,2.979,13,12,40.18008946633199
134500,117239.79,2.708,20,41,0.07704116447712295
150000,46868.985,2.708,21,190,8.532898190343985
75000,41875.0,2.708,22,140,0.5465749743161723
325000,254756.105,2.708,15,47,0.07895038995775394
260000,175909.045,2.979,18,86,6.330251352919731
70000,59752.705,2.708,27,69,3.5361706862895517
265000,237683.55,2.708,30,58,0.12125125245074742
230000,221788.385,2.979,28,20,0.04002232805942185
75000,68437.5,2.708,28,45,9.325605981008266
300000,188709.175,2.708,25,141,40.16237769089639
175000,152152.83,2.708,26,59,1.9157984899648
123500,110531.945,2.708,30,59,0.022764431167161092
125000,108455.885,2.708,21,45,15.202248155488633
350000,215403.15,2.708,16,86,26.335522518027574
158500,123465.375,2.708,15,48,0.01671054816688411
45000,30172.455,2.708,26,134,3.961682414606912
125000,79308.435,2.979,21,115,13.74890633612813
125000,77724.48,2.708,18,97,23.097713461189414
118500,109612.545,2.708,15,17,2.9319936947722454
185000,142592.355,2.708,13,42,8.252717484079767
118000,101561.94,2.708,27,66,10.301383890226134
125000,79211.555,2.708,13,65,16.874351053338614
290000,247017.83,2.708,21,50,0.1004032306955196
95000,85499.99,2.292,4,5,84.09046103026776
205000,196279.43,2.979,25,20,0.062168142991140485
64500,53841.55,2.708,20,52,0.06915586465038359
250000,216092.42,2.708,21,46,6.221998873952543
350000,115494.87,2.708,30,275,17.678587793401675
50000,47982.37,2.979,25,19,0.0566892374336021
90000,87150.065,2.979,25,15,0.007011558162048459
200000,122823.345,2.708,22,125,16.540668868474313
150000,43939.27,2.708,17,155,34.33141702591092
250000,33384.475,2.708,27,294,3.6605038293564576
300000,79726.345,2.708,21,200,79.16576701249869
98500,84878.25,2.708,25,59,0.11247661973175127
165000,161791.655,2.708,27,10,18.127216638211394
250000,153580.26,2.708,10,51,17.358753161825007
200000,157291.735,2.708,17,54,7.455370726849651
250000,88522.185,2.708,18,153,0.02848769712727517
125000,109340.765,2.708,28,63,17.56329483400623
200000,98570.435,2.708,12,80,25.77990580977348
250000,186316.42,2.708,23,92,28.091655309981434
235000,176204.81,2.708,29,122,23.243598391709384
88500,82200.885,2.708,30,41,0.10318777732027229
300000,249496.81,2.708,8,18,21.27816891524708
282000,279548.14,2.708,25,4,0.005274193419609219
175000,47366.775,2.521,5,45,1108.1559131393224
125000,37834.72,2.708,26,242,6.034973187233845
110500,88590.43,2.979,24,80,5.551193696606788
300000,267516.22,2.708,28,55,0.05885254906024784
260000,246647.71,2.979,25,24,0.03817765990970656
350000,301651.185,2.708,20,44,52.192402811779175
300000,206026.975,2.979,24,119,36.7308589600143
106000,100111.1,2.708,18,16,18.345057408325374
150000,96662.505,2.708,17,86,13.231916564429412
150000,80666.96,2.979,27,188,19.589640967096784
150000,56932.895,2.708,28,241,0.7345183173456462
140000,136481.935,2.708,30,15,0.01700421003624797
205000,145777.72,2.708,30,144,25.727042730577523
143000,140861.45,2.708,30,9,0.006552890787133947
190000,159916.73,2.708,15,35,3.774435510102194
150000,120764.715,2.979,14,40,0.11329675395973027
300000,246235.575,2.979,23,69,63.68663662945619
152500,129879.575,2.708,20,47,0.06839571947057266
125000,110707.01,2.708,27,55,6.905203664078726
200000,149692.5,2.708,23,91,7.510506558232009
124000,96591.19,2.708,15,48,0.03127512914943509
300000,269141.77,2.708,17,27,9.31803884828696
94500,80325.0,2.708,26,67,9.09219219975057
125000,78873.84,2.708,15,77,20.3825234779506
125000,100063.36,2.708,30,105,21.20177714661986
350000,175596.915,2.708,16,108,9.562083572789561
125000,72115.52,2.708,15,87,8.585022053812281
300000,217016.455,2.708,28,127,25.89039509324357
120000,104831.985,2.708,30,70,12.362604892710806
125000,102083.315,2.979,28,92,0.9596933526045177
100000,84529.465,2.708,30,84,10.148621053653187
300000,171502.76,2.979,20,124,64.55119680642383
132000,128407.465,2.708,23,11,0.02047902680351399
100000,93747.695,2.979,25,29,0.00032587669556960464
130000,122730.855,2.708,25,25,0.0284521732974099
82000,53983.47,2.708,13,61,5.539150744691142
229500,227603.565,2.708,30,5,0.010472236026544124
250000,127763.9,2.708,27,193,20.727115146059077
300000,269317.11,2.979,20,34,40.51017744955607
170000,156330.725,2.708,30,46,0.021960035373922437
300000,184275.505,2.708,10,51,0.02350379416020587
70000,66217.515,2.708,27,27,0.033611614533583634
150000,72505.565,2.979,12,82,2.921916794482968
140000,130212.7,2.708,25,31,0.07107637284207158
300000,246120.94,2.708,24,71,17.015225327544613
300000,237086.12,2.979,22,75,66.13719156873412
150000,117896.2,2.708,18,58,0.028743102098815143
300000,180206.57,2.708,20,115,24.290834601968527
110000,107192.31,2.708,27,13,0.012528317398391664
240000,238666.67,2.708,21,2,0.91589940796257
122000,78952.465,2.979,19,99,5.885394727709354
200000,158888.93,2.708,29,103,6.9221173604310025
150000,96222.49,2.979,17,88,0.977839286919334
300000,154146.985,2.979,28,204,18.688150802860036
150000,148425.77,2.979,7,1,0.0011194312828592956
217500,208723.545,2.979,25,19,0.011098182847490534
122000,49819.66,2.708,13,100,5.497427576046903
350000,180201.09,2.708,14,91,3.1836272330547217
190000,158333.3,2.979,22,61,17.485045613429975
150000,104915.415,2.708,27,130,5.235907601236249
200000,131416.345,2.979,25,135,5.748632910021115
125000,93032.74,2.708,15,55,0.04762881757051218
200000,156552.67,2.708,16,51,0.017474496067734435
150000,128160.62,2.708,16,35,35.380182417531614
145000,113660.425,2.708,15,47,0.026300943209207617
225000,219614.635,2.708,20,8,0.0003792061470448971
78000,76173.115,2.708,30,14,0.011538272519828752
150000,53750.0,2.979,13,108,8.865784800625988
175000,170901.205,2.708,30,14,0.011335867806337774
150000,86344.15,2.708,7,38,0.23580632169614546
250000,85366.715,2.708,11,92,15.324828293611063
249500,246173.34,2.979,24,6,11.732692419580417
350000,195416.755,2.708,22,140,2.6390165468037594
120000,95333.395,2.708,29,103,4.116270416241605
110000,96788.195,2.708,24,49,7.901778224739246
150000,127671.33,2.708,15,33,0.07081646117148921
300000,25620.275,2.708,23,259,11.335642274800193
92500,68449.87,2.708,19,74,14.388621520716697
77500,61506.47,2.708,15,45,0.08138022605271544
175000,166022.83,2.708,30,30,0.027861294482136145
300000,279629.65,2.979,20,23,17.221865786239505
45000,38498.37,2.708,23,55,3.158704738765664
300000,221206.04,2.708,18,70,2.705935943929944
145000,132528.91,2.708,30,49,0.03598312896792777
300000,241239.905,2.708,25,81,27.004670718743
300000,259000.0,2.708,14,28,31.780730400787434
200000,171838.965,2.708,25,60,5.443516657454893
219500,200293.715,2.979,28,47,22.439003358857008
300000,178312.275,2.979,12,66,14.928084764716914
295000,117844.645,2.708,12,93,15.551655481482157
150000,145238.08,2.708,11,5,2.0185594118665904
250000,172851.26,2.708,30,152,4.134961079631466
125000,106480.705,2.708,29,77,4.020077176450286
175000,123472.34,2.708,29,140,7.431444401634508
150000,91343.075,2.979,24,143,16.20856954390183
50000,29855.17,2.708,28,173,4.962790331392171
135000,121816.375,2.708,26,45,0.07084102350927424
120000,119802.75,2.708,30,1,0.0024171131663024426
95000,80486.05,2.708,30,83,2.7560467411967693
300000,202647.43,2.708,25,126,18.245083422603784
350000,297001.94,2.708,21,51,12.415781214251183
150000,119221.25,2.708,10,28,1.1614982208557194
85000,82948.245,2.708,25,11,0.0061522945907199755
300000,272058.79,2.979,13,18,2.8282663846039213
225000,217140.655,2.979,10,5,0.010119508864590898
185000,176698.7,2.979,28,25,17.303189347905573
300000,283438.02,2.979,16,14,0.0011881357058882713
125000,89044.0,2.708,24,108,5.961539494222961
148500,148213.14,2.708,27,1,0.001011116139125079
142500,138742.5,2.708,25,12,0.0005636851710733026
95000,93838.37,2.708,29,7,0.017848661707830615
350000,284722.17,2.708,18,51,45.38628939073533
112500,96567.015,2.708,20,45,0.02420242219523061
220000,188198.67,2.708,23,55,0.1407768327044323
225000,85344.445,2.979,9,71,0.22851379777421243
205000,148725.54,2.979,29,136,25.302852536173305
245000,198320.235,2.708,22,67,23.095571715501137
300000,208706.25,2.979,19,87,21.795418712339597
74000,30833.275,2.292,5,36,8.55138808528136
134500,133254.625,2.708,24,4,4.664034055400407
125000,30796.06,2.708,21,204,0.12695356606855057
195000,167375.0,2.979,13,27,8.27119771935395
175000,79980.205,2.708,20,149,19.759870669760858
125000,109343.185,2.708,18,35,17.26018219650723
350000,291766.04,2.708,6,13,25.149843925028108
300000,248614.335,2.708,24,68,14.868828804086661
275000,74009.96,2.708,13,120,111.32016168664268
147500,132591.155,2.708,27,49,0.07531513439607807
265000,117568.91,2.979,26,207,3.312385190365603
125000,64467.975,2.708,23,159,0.1998917721575708
300000,247026.58,2.708,11,27,2.7129406080930494
200000,158802.645,2.708,18,56,17.218163054203615
150000,96923.67,2.708,13,63,11.59603039130161
135500,118111.545,2.708,20,41,0.00608492354513146
250000,123263.015,2.708,23,165,5.699447806298849
195000,186378.025,2.708,30,26,0.07537135918391868
73500,62885.55,2.708,13,27,6.217054309883679
215000,163769.415,2.708,22,82,8.147255515155848
300000,266176.43,2.979,16,28,4.697396272153128
280000,275333.32,2.708,30,10,7.737080690800212
288000,265377.22,2.708,30,45,0.04689819575287402
350000,237534.64,2.708,18,84,32.28679747271235
125000,88010.86,2.708,18,78,6.3075845407438464
335000,302389.895,2.708,30,55,0.0618973012897186
110000,31979.365,2.708,26,245,8.720020649852813
85000,83009.165,2.708,30,14,0.013791707227937877
77500,69659.81,2.708,30,57,0.0043266668799333274
64500,58098.19,2.708,30,56,0.1107573153130943
200000,154579.94,2.708,12,38,41.64287927100668
125000,100673.145,2.708,16,46,3.1237362260289956
250000,111520.33,2.708,19,143,39.04077416565269
104500,61640.37,2.708,10,54,0.07849380008701701
95000,57606.99,2.708,19,107,2.394975992050604
213500,207073.235,2.708,29,17,0.018163328582886606
350000,137910.445,2.708,22,181,8.56018312118249
135000,70733.91,2.708,10,62,15.160904523261706
250000,152865.64,2.708,11,57,12.166718803462572
200000,163403.525,2.708,14,37,0.2712523130176123
142500,140916.66,2.708,21,4,3.1927854374807794
125000,109027.765,2.708,13,24,1.2753945568110794
200000,170675.35,2.708,30,80,2.567124380322639
225000,50926.12,2.292,5,47,479.56713808178756
295000,191391.93,2.521,3,13,151.17611644690624
240000,216179.72,2.708,30,56,0.003748149989405647
178500,158721.31,2.708,30,62,0.11543904020800255
119000,105443.7,2.708,18,32,0.42320880012994166
50000,46388.86,2.708,25,32,2.0071609897495364
125000,91250.135,2.708,13,49,2.474885926931165
50000,44433.07,2.708,13,21,0.044727936292474624
150000,67131.74,2.708,15,110,5.998881255291053
165000,134750.0,2.979,28,92,1.290995225426741
121000,95791.75,2.708,12,35,20.43417113002215
150000,101325.985,2.708,20,96,10.953061504187644
340000,291749.215,2.708,22,51,0.055154510657303035
205000,125159.605,2.979,26,157,70.61880955121887
100000,75373.365,2.979,9,30,10.538840745386551
145000,122530.405,2.708,20,49,15.558710322002298
120000,99350.4,2.708,20,54,0.0070275072794174775
230000,82081.495,2.979,19,163,25.66837033443153
225000,144310.145,2.979,16,82,1.8903760721441358
350000,163844.485,2.708,24,180,0.7357703077723272
300000,191126.75,2.708,28,159,49.59928837543703
150000,30299.56,2.708,25,256,17.746971579614183
125000,82156.515,2.708,15,72,6.021673114548321
160000,154639.945,2.979,18,10,0.007325831800699234
250000,139504.055,2.708,22,140,77.45641675230581
125000,111111.1,2.708,23,43,5.285344514617464
200000,130752.75,2.708,29,160,35.521387729691924
140000,138055.56,2.708,24,6,2.012120209838031
150000,112186.4,2.979,28,121,36.66587497848377
80000,28666.795,2.708,28,247,2.1613305251339625
100000,69444.475,2.708,13,55,0.9487871882301988
300000,140856.355,2.708,16,114,9.05570424508187
290000,282180.595,2.708,20,9,0.017444134398829192
300000,287130.02,2.979,24,19,0.039642386545892805
99500,98677.8,2.708,30,5,0.002873583813197911
100000,85710.635,2.979,10,20,0.02776726109732408
275000,91434.505,2.708,23,205,84.04383037927619
50000,30000.08,2.708,25,150,2.7489688236855727
97000,85030.045,2.708,27,59,0.02666979152127169
300000,239488.52,2.708,27,92,58.284541194996564
137500,137041.665,2.708,30,2,5.697171067586169
70000,59888.86,2.708,23,55,7.420207371411379
260000,144542.97,2.708,30,203,11.237297097803093
145000,104722.25,2.708,22,94,3.1865631221735384
70000,60552.94,2.708,20,43,0.10171786377031822
55000,33916.59,2.708,30,181,1.2144797897271928
235000,187995.095,2.708,21,66,3.303068670153152
95000,72679.245,2.708,13,43,1.0461690262745833
153500,153500.0,2.979,30,1,238.42394029651769
75000,73750.0,2.708,30,10,2.068860899322317
110000,92411.145,2.708,10,22,0.019694090384291485
93500,91310.03,2.708,30,14,0.03632912204193417
125000,108034.585,2.708,25,58,4.648305273905862
67500,47250.0,2.708,24,112,3.3545461874455214
50000,24877.05,2.708,30,223,1.109297498511296
137500,136863.425,2.708,24,2,4.09787028178107
250000,107349.035,2.708,30,245,38.51531376232742
70000,44187.45,2.708,27,154,16.25633752401336
200000,155263.055,2.708,30,116,2.818825701629976
300000,271178.555,2.979,16,24,0.005731079087127
150000,106841.685,2.708,13,52,3.3533683406567434
225000,214436.715,2.708,13,9,0.9587143758544698
115000,88486.065,2.979,21,77,6.0367165243660565
125000,121377.915,2.979,20,10,0.013911485468270257
300000,297524.125,2.979,29,5,0.013543436536565423
125000,98453.05,2.708,29,106,3.942961947512231
300000,102847.29,2.979,17,147,1.2238149239274208
115000,113974.78,2.708,20,3,0.002013508463278413
200000,129365.85,2.708,26,142,26.300426982648787
300000,216238.325,2.708,18,74,4.169142101920443
250000,216052.935,2.708,25,58,6.93838945220341
273000,218950.925,2.708,18,54,49.45381435373565
177500,162233.77,2.708,30,49,0.060262031765887514
150000,111875.0,2.708,21,82,2.861543072780478
300000,96199.835,2.708,19,169,61.80487376439851
115000,91899.19,2.708,17,51,0.0620983953558607
105000,97906.17,2.708,25,30,0.0720048502262216
170000,79828.13,2.708,8,54,0.01619843117077835
155000,99027.85,2.708,22,118,58.63839524824289
200000,165802.525,2.708,18,47,34.777347786090104
165000,26863.635,2.708,26,276,4.541285573599453
279000,185598.205,2.979,26,139,6.2331063977617305
125000,123774.51,2.708,23,4,0.09293442920898087
114500,91657.59,2.708,30,105,19.868587866294547
125000,77083.295,2.979,28,170,0.8686109288537409
300000,276738.385,2.979,10,11,0.022750923526473343
290000,238104.8,2.708,20,56,0.11226858332520351
294000,251742.715,2.708,29,75,41.04128546503489
200000,51978.915,2.708,20,191,10.040937927915365
127500,87321.155,2.708,19,88,0.1694129050738411
69500,57063.145,2.708,20,56,0.07119770158169558
150000,132299.565,2.708,25,51,33.07651827772497
310000,283337.725,2.708,30,49,0.02158462058287114
300000,218511.245,2.979,13,50,17.270425248018
195000,141590.945,2.708,25,109,33.33441277834936
145500,144055.275,2.708,30,6,0.002306799899088219
120000,105786.215,2.708,20,38,0.006760814430890605
55000,48734.375,2.708,18,32,0.0874074286330142
75500,0.0,2.292,4,48,2.8235808713361625e-09
300000,219669.55,2.979,12,45,27.798185545776505
275000,268089.575,2.708,30,15,0.026420301757752895
115000,106374.985,2.708,15,17,2.7867238388134865
150000,145653.725,2.708,22,11,0.01811577018816024
79500,79224.135,2.708,29,2,0.0015851843199925497
215000,153773.205,2.979,23,104,16.51352773787221
115000,103501.41,2.979,15,23,0.06183875248825643
115000,100256.485,2.708,25,55,0.0626010713604046
150000,138892.405,2.979,20,25,6.01020934083499
250000,156459.955,2.708,25,142,28.252898215636378
150000,119852.905,2.708,29,101,2.982813937254832
250000,221522.36,2.708,18,32,2.870942857407499
195000,98479.88,2.708,24,170,14.360934763026307
155000,106368.415,2.708,10,42,0.006823580682976171
150000,146395.565,2.708,16,6,0.0010334584803786129
180000,169801.11,2.708,30,33,0.04657457798020914
150000,123884.505,2.979,18,49,0.023392299088300206
130000,127281.095,2.708,20,7,0.004571287572616711
145000,138818.07,2.979,15,10,0.013583366409875453
260000,256984.01,2.708,30,7,0.015010892937425524
125000,75095.91,2.708,20,115,0.28201441749115475
295000,257633.27,2.979,19,39,28.579148652526783
284000,58785.955,2.521,5,48,1496.8929367002347
145000,140735.29,2.708,27,15,17.38555117577198
250000,214008.475,2.708,18,40,2.674689029197907
150000,50289.915,2.979,16,139,7.460479653716902
60000,33000.0,2.708,26,173,11.63004942140833
300000,234271.05,2.708,30,114,28.000005512847565
259000,257290.165,2.708,30,4,0.00032032871968112886
350000,43353.26,2.292,5,53,0.06020504493790213
75000,73268.79,2.979,25,11,0.015295655291993171
200000,108569.82,2.708,8,47,13.022297045972664
210000,75526.265,2.708,24,208,17.05095992515271
300000,222043.3,2.708,19,74,2.944177905039396
255000,176502.08,2.979,30,156,11.040697656571865
200000,171604.89,2.708,22,51,12.262850287865149
190000,181555.56,2.979,29,26,29.789221374958288
140000,132692.185,2.708,29,29,0.062124660704284906
285000,273600.0,2.708,24,17,27.56870398641331
129500,116480.23,2.708,29,54,8.481926342297811
160000,146538.305,2.708,30,48,0.012484811886679381
300000,283224.95,2.708,25,25,0.03434113849652931
250000,175347.27,2.708,6,23,17.982690634700703
300000,230903.5,2.708,14,46,1.9133568800170906
75000,49375.0,2.708,13,61,4.941296412827796
150000,81128.13,2.708,29,200,8.603481293219374
300000,223236.945,2.708,26,108,28.14552486408502
140000,139769.875,2.708,30,1,0.002819965360686183
125000,71527.735,2.708,20,122,0.3060635290457867
75000,67124.66,2.708,30,59,0.016780018937424757
200000,150926.84,2.708,25,99,11.055275156570133
113500,97873.26,2.708,26,62,8.460408266284503
195000,161444.52,2.708,20,54,0.10858030067174695
300000,123319.04,2.979,19,152,60.40239526201913
250000,173970.835,2.708,12,50,8.85801281183376
190000,114133.15,2.708,20,115,13.061861914597102
240000,215541.57,2.979,23,41,0.18586055023479275
255000,252778.88,2.708,29,5,0.0007062334625516087
150000,128796.455,2.708,24,57,0.06870543776312843
150000,140054.12,2.708,18,19,21.47289746644674
300000,256081.115,2.708,27,69,17.061445798404748
255000,238710.96,2.708,30,37,0.04382628426537849
300000,293604.595,2.979,23,9,0.012944355956278741
50000,49292.685,2.708,10,2,0.0015186364616965875
94500,82838.575,2.708,27,59,0.051987580402055755
105000,84390.265,2.708,20,61,0.04361888843413908
200000,153372.985,2.708,19,67,31.17884380603209
300000,227525.55,2.708,22,83,28.1159917472105
300000,218119.555,2.708,16,63,23.852781997062266
300000,299038.46,2.708,19,1,8.728407743270509
265000,233494.615,2.708,27,57,0.025787464866880327
125000,72222.18,2.979,15,88,36.98822187840415
150000,47043.89,2.708,20,180,13.274464117748721
60000,38950.62,2.292,5,22,0.014182039602019358
180000,121500.0,2.979,13,59,19.711008076221333
108000,97897.075,2.708,30,53,0.12063602662237827
200000,198333.33,2.708,21,3,1.1040308720839676
300000,109289.445,2.708,18,151,21.982202187078656
150000,23470.61,2.708,15,157,1.0683874985261355
225000,200068.975,2.708,30,62,0.04866265572491102
315000,193330.465,2.708,27,160,11.273338939761743
290000,247143.91,2.708,18,41,0.013497646345058456
125000,47179.55,2.979,14,114,17.768072531769576
180500,167652.96,2.708,30,41,0.09708594568655826
300000,137758.455,2.708,15,108,32.27798846230144
150000,76421.93,2.979,30,223,38.19172371093009
172500,156689.97,2.708,30,52,0.03132042594370432
350000,204166.75,2.708,27,170,107.41686401274637
150000,125446.35,2.708,9,20,23.07812809222378
150000,146252.485,2.979,6,2,0.0060410298174247146
123500,116995.22,2.708,23,21,0.015504412484006025
79500,76124.66,2.708,30,25,0.014417509708437137
200000,195809.36,2.979,25,10,0.00035274974652566016
350000,165333.47,2.708,14,98,10.911468466452789
250000,232674.045,2.979,25,32,0.08409291456337087
92500,88724.97,2.979,20,14,0.00999348345794715
300000,173104.525,2.708,15,87,6.672947070852388
105000,103158.37,2.708,29,10,0.020750009411131032
183500,158013.875,2.979,7,13,1.8322253615187947
60000,56000.0,2.708,24,28,3.0846752656798344
105500,103448.615,2.708,27,10,11.601780941404286
150000,141278.89,2.979,23,24,0.05516111629549414
88000,76013.58,2.708,11,21,0.034029605536488816
350000,250126.61,2.708,6,22,64.16609057728783
125000,70767.525,2.708,15,89,11.269455952264252
229000,95491.17,2.979,25,205,4.981124336103676
200000,101666.765,2.708,23,161,21.314076298382133
350000,115132.1,2.708,22,196,83.4475113748631
300000,223765.46,2.708,16,59,0.08410884684417397
220000,153718.015,2.708,15,64,10.383071388670942
170000,121833.22,2.708,19,80,8.709711909948965
150000,137292.845,2.979,10,12,0.020026759011670947
133000,112495.895,2.979,27,75,4.5845447419414995
150000,119423.715,2.708,11,31,0.07445813649974298
125000,87357.665,2.708,30,149,9.284178245507064
270000,231760.71,2.708,20,45,0.06791418674401939
55000,54685.04,2.979,20,2,0.003303473989944905
205000,171810.425,2.979,23,63,7.65480840584496
225000,197848.03,2.708,8,13,6.845606476534158
250000,213088.88,2.708,18,41,33.77353651175508
295000,287625.01,2.979,6,2,4.889047358650714
120000,85333.42,2.708,30,144,15.180220134978299
195000,186460.65,2.979,20,15,0.022515109420055524
150000,131468.37,2.708,19,37,17.510161042999243
139000,133827.965,2.708,30,22,0.047156800457742065
169500,37494.77,2.979,8,77,0.26350434143387247
99500,97676.375,2.708,30,11,0.0013487371325027198
80000,46354.24,2.708,6,32,5.099384266541165
150000,133000.0,2.708,25,49,8.975963364064228
253500,242014.665,2.708,20,15,0.019081361388089135
239500,201118.5,2.708,24,64,2.7019965556974057
150000,74841.545,2.708,11,72,2.63448772362608
170000,88006.29,2.708,16,105,9.407824104680913
250000,162142.05,2.708,20,103,25.992753878526855
57500,507.70500000000004,2.708,29,346,0.9400616117475806
250000,88488.575,2.708,30,268,7.23352459189482
250000,159745.23,2.708,22,118,71.68676652942668
145000,132916.6,2.708,17,22,9.743748417677125
300000,235846.27,2.708,20,66,2.666065920901019
150000,115833.265,2.708,24,88,16.959541430449462
90000,65627.015,2.708,27,119,0.08158280070347246
150000,135366.76,2.708,23,38,0.03982418982195668
300000,195781.37,2.708,26,140,20.902087426919024
200000,153575.8,2.708,6,18,14.15101080556633
125000,5213.26,2.708,15,174,7.159011096855465
350000,300624.49,2.708,19,42,0.5305007723509334
288500,268494.345,2.708,30,40,0.013671921857167035
145000,130500.04,2.979,15,23,1.6598554859956494
300000,252387.59,2.708,8,17,0.011012339848093688
123000,119063.495,2.708,30,19,0.021561767760431394
150000,53124.22,2.708,18,153,10.891907381723286
210000,208264.705,2.708,30,5,0.0045824382395949215
300000,293275.885,2.708,19,7,0.0025815494591370225
225000,214256.81,2.708,30,28,0.029469128290656954
200000,177680.035,2.708,26,51,0.1205711979418993
215000,182693.15,2.979,10,21,0.04177779034944251
200000,71921.895,2.708,24,208,8.357818976350245
70000,56504.305,2.708,20,60,0.1524593438662123
57500,0.0,2.708,8,96,4.1836756281554704e-10
127500,127500.0,2.708,30,1,209.57555681727536
130000,120260.885,2.708,26,35,0.085117539492785
300000,233288.475,2.979,29,114,7.783290507446509
117500,115346.505,2.708,30,11,0.030417320478591137
191500,162136.59,2.708,27,72,1.6833600573299918
250000,204166.74,2.708,11,28,6.610617483762326
250000,246527.775,2.708,24,6,3.603786089021014
185000,87296.885,2.708,24,179,3.4514254615060054
86500,77159.2,2.708,10,15,0.00986795405333396
350000,281191.34,2.708,27,90,7.149377553258091
150000,81384.99,2.979,20,131,18.49860490435094
130000,41837.59,2.979,19,170,6.893082206297549
300000,255236.92,2.708,8,16,12.399259834637633
95000,86109.09,2.708,28,48,0.09343180060386658
250000,29255.365,2.708,21,230,31.74296984326793
250000,170951.005,2.708,28,142,22.36354693348403
300000,278571.48,2.708,10,10,22.324544727569446
150000,28211.245,2.708,27,281,4.1363476389342395
80000,47188.985,2.708,10,54,0.12490905255981488
100000,93204.165,2.979,20,23,0.022288595413556322
150000,117731.23,2.979,20,68,4.2858904527674895
150000,132500.0,2.292,4,6,361.1633054075646
250000,98517.19,2.708,19,154,8.149677058390807
72500,56489.495,2.708,23,81,6.859122971472971
210000,186393.12,2.708,24,46,12.39344967447687
100000,83333.3,2.708,13,31,4.451984684448689
170000,141114.895,2.708,28,83,0.5061068234208506
300000,216463.855,2.708,24,105,19.106526531948475
75000,67841.87,2.708,30,54,0.012673339835600927
150000,134149.355,2.708,23,41,3.1368077555380296
150000,31884.03,2.979,15,149,12.278267938258068
83000,60673.975,2.708,28,124,1.5130780239778687
150000,131250.045,2.708,20,40,3.92850313699455
225000,188750.0,2.979,27,78,15.754511820035987
